baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	symbol	entrez
ENSG00000101079.21	5159.17257908274	-0.739893762748645	0.0405420566910008	-18.2500302929348	2.06794574869102e-74	4.48354187067272e-72	NDRG3	57446
ENSG00000101082.14	40.3076987310026	1.83725302591106	0.352069874969334	5.21843292065557	1.80443305417665e-07	9.78624113672329e-07	SLA2	84174
ENSG00000101084.19	362.835103712781	0.374337031289167	0.130268917544524	2.87357136564234	0.00405859371740749	0.0121207520003203	RAB5IF	55969
ENSG00000101098.13	26671.0446052814	-0.415478779990988	0.0378750985815186	-10.9697082133464	5.34445847246119e-28	1.3415620196081e-26	RIMS4	140730
ENSG00000101115.13	9.85266685394188	1.69951425078379	0.714335904161373	2.37915277796237	0.0173524823645378	0.0447135929243409	SALL4	57167
ENSG00000101126.18	26528.6714254698	-0.388196008629654	0.0353432415787462	-10.9835994461554	4.5829167027094e-28	1.1550353401341e-26	ADNP	23394
ENSG00000101138.12	7207.41944909676	-0.15881599275111	0.0405329198108654	-3.91819768948737	8.9213527005103e-05	0.000352475020171722	CSTF1	1477
ENSG00000101146.13	10448.3235061293	-0.44170110611304	0.0421793998022612	-10.4719628108449	1.16208070421227e-25	2.51184507157202e-24	RAE1	8480
ENSG00000101152.12	16113.1820374868	-0.122822769048661	0.0353778552646659	-3.4717415210676	0.000517093955867895	0.0018243821384862	DNAJC5	80331
ENSG00000101158.15	20984.3523114181	-0.0985593239172435	0.0350256298088435	-2.81392010522417	0.00489413903971068	0.0143542748260532	NELFCD	51497
ENSG00000101161.8	14090.6110028281	-0.226573978029776	0.0371233859927347	-6.10326811444726	1.03921297553764e-09	6.99601038224078e-09	PRPF6	24148
ENSG00000101166.16	12721.185569292	-0.84946293027232	0.0420837549022989	-20.1850555456475	1.32478652133546e-90	4.99221060576013e-88	PRELID3B	51012
ENSG00000101180.17	2.53368044853508	3.56701681299557	1.60729162470165	2.21927169791461	0.0264682458555404	0.0645696377524169	HRH3	11255
ENSG00000101181.18	5562.6186110231	-0.257579348552101	0.0438923058534345	-5.86843966257348	4.39915431778774e-09	2.78470652899104e-08	MTG2	26164
ENSG00000101182.15	32908.5335869317	-0.114968944182771	0.0407621618107552	-2.82048201262074	0.00479515617113148	0.0140970109563379	PSMA7	5688
ENSG00000101187.16	10.5977847367941	3.44797220333703	0.87488623688698	3.94105205678581	8.11250164018597e-05	0.000322284661247423	SLCO4A1	28231
ENSG00000101190.13	2743.35907057176	0.128019897455319	0.0538496387704129	2.37735851861755	0.0174371308233748	0.0448870218031533	TCFL5	10732
ENSG00000101193.8	11639.0325844607	-0.178294732416107	0.0354522595561758	-5.02915003579928	4.92658793429745e-07	2.55283119319121e-06	GID8	54994
ENSG00000101197.13	7.47700794678262	2.87244270766864	0.917630038564734	3.13028408721387	0.00174637325631636	0.00559300802148341	BIRC7	79444
ENSG00000101203.17	12.4422786331126	1.60338023844886	0.61350882662609	2.61345912049291	0.00896308055624844	0.0248240742546518	COL20A1	57642
ENSG00000101210.14	306.254230719913	1.95676476963483	0.144616704807727	13.5306966939705	1.03042420348567e-41	5.45322805624728e-40	EEF1A2	1917
ENSG00000101216.11	4576.81170619477	-0.367866469230899	0.0417799583656376	-8.80485485436614	1.31022024869914e-18	1.7334923315805e-17	GMEB2	26205
ENSG00000101220.18	20715.7604999366	-0.114113180897906	0.0461385826334335	-2.47327018700431	0.013388288115984	0.0355019489108632	C20orf27	54976
ENSG00000101222.12	76.440908696588	0.707454756226596	0.247389590451502	2.85967875582576	0.00424070344039152	0.0126164255212713	SPEF1	25876
ENSG00000101224.18	19114.1134121613	0.398446797634264	0.0355264124563554	11.2155089716351	3.42212011461836e-29	9.25096377052018e-28	CDC25B	994
ENSG00000101236.17	4922.68745175156	-0.54159922719682	0.0457917526975247	-11.8274404295972	2.81598097091343e-32	9.00566838724532e-31	RNF24	11237
ENSG00000101246.20	3833.31874063255	-0.188627895376665	0.0508015174158461	-3.71303663692982	0.00020478722803911	0.000767817085996075	ARFRP1	10139
ENSG00000101247.18	2554.59791648408	-0.324557172555782	0.0512457517149685	-6.3333478716633	2.39897836223929e-10	1.72212178645302e-09	NDUFAF5	79133
ENSG00000101251.13	2.94331255297157	3.80762722624573	1.56272574808043	2.43652939802318	0.0148289640290616	0.0388968054291311	SEL1L2	80343
ENSG00000101255.13	2949.05405003994	-0.206385385178634	0.0503412795573184	-4.09972465923605	4.13641963259975e-05	0.000170769267223894	TRIB3	57761
ENSG00000101265.16	824.641789573878	0.468480114366729	0.0761835612803278	6.14935960584584	7.77964136020231e-10	5.30811175442949e-09	RASSF2	9770
ENSG00000101266.19	33522.5564812566	-0.220640773155426	0.0348108996610432	-6.33826690214342	2.32364049655922e-10	1.67019228208426e-09	CSNK2A1	1457
ENSG00000101276.18	67.4739077869582	2.62422539255922	0.29472967309068	8.9038384396125	5.39479554948521e-19	7.33303000440021e-18	SLC52A3	113278
ENSG00000101282.9	43.9039361014409	2.02167144722792	0.340229911456358	5.94207440073134	2.81437622077681e-09	1.81457936625925e-08	RSPO4	343637
ENSG00000101290.14	8845.62751757783	-0.505102956814646	0.037352445658785	-13.5226207523	1.15004578737112e-41	6.06576426502641e-40	CDS2	8760
ENSG00000101298.15	839.950365606873	0.613283069707156	0.0804270136677566	7.6253368332265	2.43397999677626e-14	2.39923077085317e-13	SNPH	9751
ENSG00000101311.17	20909.2993963798	-0.108976990118044	0.0359139433799427	-3.03439221266093	0.0024102086392204	0.00753765579531012	FERMT1	55612
ENSG00000101323.5	34.0319225501909	0.771299591569903	0.352562827205864	2.18769402799103	0.0286918973754833	0.069270279753994	HAO1	54363
ENSG00000101331.17	13.9448858160907	1.68675274491658	0.570368316822386	2.9573044209639	0.00310341557200455	0.00949760556219045	CCM2L	140706
ENSG00000101337.16	14986.4899796638	-0.13024355909224	0.0365807691655493	-3.56043795861186	0.000370236781268922	0.00133670735400532	TM9SF4	9777
ENSG00000101343.15	5821.96279481881	-0.168942136602245	0.0434314929301536	-3.88985331160357	0.000100304835018956	0.000393284984942696	CRNKL1	51340
ENSG00000101347.11	14797.2287991187	0.615176393713662	0.0377218072849669	16.3082428438901	8.62380107472988e-60	1.09201063244667e-57	SAMHD1	25939
ENSG00000101350.8	9274.53747938575	-0.35588697671323	0.0356390129598952	-9.98588196350195	1.75731258268638e-23	3.25805961165867e-22	KIF3B	9371
ENSG00000101353.16	327.745232805054	-1.06115563672453	0.116219626978607	-9.13060611457529	6.81168463824083e-20	9.94626799394297e-19	MROH8	140699
ENSG00000101361.17	49805.799066666	-0.489281866084155	0.0347675351247714	-14.0729523772178	5.56948041206237e-45	3.45628251682688e-43	NOP56	10528
ENSG00000101363.13	3179.68989837618	-0.324084891875155	0.0500453244449023	-6.47582757170369	9.42936799373529e-11	7.02028904403853e-10	MANBAL	63905
ENSG00000101365.22	17243.6169449036	-0.371222148506467	0.0402160758491677	-9.23069048056189	2.68892879314575e-20	4.02207679881491e-19	IDH3B	3420
ENSG00000101367.9	41176.1884811732	-0.132201188308613	0.0344439492892444	-3.8381541906954	0.000123962635947096	0.000479137341141536	MAPRE1	22919
ENSG00000101384.12	8591.55333611345	0.387731045794574	0.0397811850669287	9.74659365079866	1.90761892023767e-22	3.30368753977151e-21	JAG1	182
ENSG00000101391.21	5933.1737418413	-0.401460762203875	0.0469762273509339	-8.54604094119307	1.27382846082416e-17	1.58352673963423e-16	CDK5RAP1	51654
ENSG00000101400.6	3200.44959834537	-0.212652069885768	0.0567628859528175	-3.74632237801526	0.000179445957339116	0.00067948319705757	SNTA1	6640
ENSG00000101407.13	6127.42208561247	-0.0789495815435662	0.0389047595011499	-2.0293039349397	0.042427342775057	0.0970667837009332	TTI1	9675
ENSG00000101417.12	3176.94504363578	0.239295095386866	0.0484053160178576	4.94357056358409	7.6704568467221e-07	3.89588955496796e-06	PXMP4	11264
ENSG00000101421.4	15815.8360640148	-0.148476769693386	0.0379746869237708	-3.90988792064127	9.23389554571508e-05	0.000364059688621367	CHMP4B	128866
ENSG00000101439.9	21511.951718266	0.142224213477845	0.0484607203434522	2.93483490278043	0.00333725200834975	0.0101496724100696	CST3	1471
ENSG00000101440.10	3.1413558064061	2.8718191456115	1.4385019907196	1.99639567003651	0.045890871756993	0.103776212561888	ASIP	434
ENSG00000101442.10	1297.12867057189	-0.32990655738576	0.0681872789564319	-4.83824200693729	1.30992585905572e-06	6.47703136893692e-06	ACTR5	79913
ENSG00000101444.13	55297.0020392948	-0.224550663004271	0.0413030979772169	-5.43665424632638	5.42903422132208e-08	3.10257451745461e-07	AHCY	191
ENSG00000101452.15	2372.90228923233	-0.531394186415325	0.0528823494477637	-10.0486115303978	9.317087513124e-24	1.77149268175063e-22	DHX35	60625
ENSG00000101457.13	4913.61677894315	-0.347430240060981	0.046232665111482	-7.51482180884909	5.69885013354865e-14	5.45085430051991e-13	DNTTIP1	116092
ENSG00000101460.13	6.2455288693488	2.91963384644044	0.991082632116103	2.94590355216558	0.00322012790425088	0.00982842529402762	MAP1LC3A	84557
ENSG00000101464.11	4932.09387190056	-0.771261153766466	0.0485042705578264	-15.9008917131735	6.24691904492276e-57	6.69126325233045e-55	PIGU	128869
ENSG00000101474.12	21769.065042537	0.137917887408725	0.0394543553241106	3.4956315031827	0.000472941344155152	0.00168016656305551	APMAP	57136
ENSG00000101489.20	1.47516866205523	3.86358131612152	1.93748255687407	1.99412443865044	0.0461384571067545	0.104245649276021	CELF4	56853
ENSG00000101544.9	9615.93090249632	-0.342087363289759	0.0366123073294666	-9.34350736792918	9.31946463746223e-21	1.43517919973366e-19	ADNP2	22850
ENSG00000101546.13	2978.8912430461	-0.249911011125783	0.0491882154628717	-5.08070904329557	3.76028683822483e-07	1.9703550249482e-06	RBFA	79863
ENSG00000101557.15	15989.8165162336	-0.268918557610791	0.0369790355334208	-7.27218959963812	3.53706659061215e-13	3.18815077102525e-12	USP14	9097
ENSG00000101558.14	13420.1506638464	-0.286561815458301	0.0359790288917362	-7.96469010657817	1.65638351118074e-15	1.77968763583648e-14	VAPA	9218
ENSG00000101574.15	1615.61449035804	-0.514444883805416	0.05872475122882	-8.76027353101744	1.94777149300931e-18	2.54790669121088e-17	METTL4	64863
ENSG00000101577.11	5455.42165088723	0.227142293872638	0.0401493489084814	5.65743405678628	1.53652822444765e-08	9.22949746035132e-08	LPIN2	9663
ENSG00000101596.17	11932.4428788533	0.124739524712628	0.0552653513404237	2.25710181310993	0.0240017136247616	0.0592971245688523	SMCHD1	23347
ENSG00000101605.14	230.364232235192	1.0244725330868	0.143661955944748	7.13113312671877	9.95459788084499e-13	8.60796123636132e-12	MYOM1	8736
ENSG00000101608.13	7819.9034949512	-0.0983662612112855	0.0428950476859126	-2.29318456367145	0.0218373814685299	0.0546187749053346	MYL12A	10627
ENSG00000101638.14	20.43370086985	1.34549770454728	0.469021040103249	2.8687363454976	0.00412115171238303	0.0122888037094293	ST8SIA5	29906
ENSG00000101639.19	6268.73357191861	-0.111761009328332	0.0425122390547425	-2.6289137390392	0.00856580859283712	0.0238123540448108	CEP192	55125
ENSG00000101654.18	9202.56174493678	-0.336891437607873	0.0388062561152427	-8.68136922581269	3.91032487352765e-18	5.00627225007468e-17	RNMT	8731
ENSG00000101670.12	482.818848883895	0.630681061744474	0.0992042520006971	6.3573994967478	2.05197838007995e-10	1.47981848728985e-09	LIPG	9388
ENSG00000101745.17	3069.74513075514	-0.345585584171951	0.0535779930046257	-6.45014052956621	1.11746483962086e-10	8.25093196147818e-10	ANKRD12	23253
ENSG00000101746.16	229.997074313037	1.18368970876757	0.139153369924955	8.50636753824883	1.79467429603145e-17	2.20471437380109e-16	NOL4	8715
ENSG00000101751.11	2253.43606861251	-0.542624592191533	0.0614540666599119	-8.8297589026033	1.04901596377813e-18	1.39617328932292e-17	POLI	11201
ENSG00000101752.13	10354.0356967488	0.13545641614128	0.045871546356944	2.95295072651884	0.00314752199100036	0.0096250533156549	MIB1	57534
ENSG00000101811.15	15155.2114899123	-0.359867192645414	0.0381696603124499	-9.42809523845921	4.17603294724223e-21	6.59665568135835e-20	CSTF2	1478
ENSG00000101842.14	8.83597697252397	1.51502418184653	0.758437907814088	1.99755862179017	0.0457645330283599	0.103557900414413	VSIG1	340547
ENSG00000101843.19	10837.0228425009	-0.528038807059616	0.0422216285497312	-12.5063581201672	6.89118962196082e-36	2.68079275878195e-34	PSMD10	5716
ENSG00000101846.9	1838.86476817716	0.493082797048068	0.0591300737038552	8.33895116582476	7.49523562455824e-17	8.81973230358571e-16	STS	412
ENSG00000101849.18	17478.8358089409	-0.626336781552418	0.034483706554972	-18.1632673550898	1.00840523119256e-73	2.1455707765993e-71	TBL1X	6907
ENSG00000101850.13	5.28872222157095	3.73931828839653	1.29836558486587	2.88001956612462	0.00397650492035284	0.011894906694135	GPR143	4935
ENSG00000101856.10	28817.0049680959	-0.138053126466256	0.037315418048432	-3.69962695546049	0.000215916609688391	0.000807319043780492	PGRMC1	10857
ENSG00000101868.13	15860.5712883346	-0.39118126478791	0.0373308539539449	-10.4787655077623	1.08146144041309e-25	2.34897902268339e-24	POLA1	5422
ENSG00000101871.18	4408.15736499693	-0.24802424688841	0.0432161492733635	-5.73915656666988	9.51492254248133e-09	5.83182897043286e-08	MID1	4281
ENSG00000101882.10	5490.37169709156	-0.362040232568032	0.0447253742821982	-8.09473902406522	5.7387252380511e-16	6.34913722216216e-15	NKAP	79576
ENSG00000101883.6	75.6166464467336	-0.625788785625159	0.234138865890458	-2.67272493716586	0.00752379142300176	0.0212039668712584	RHOXF1	158800
ENSG00000101888.12	2551.09897913449	-0.423892808492476	0.0625685280836307	-6.77485664879138	1.24529672160532e-11	9.98952181627327e-11	NXT2	55916
ENSG00000101898.8	2342.98734703854	-0.74628062696471	0.0538740892346576	-13.8523107780841	1.23184548327481e-43	7.08243220227688e-42	MCTS2	100101490
ENSG00000101901.13	4134.37730731207	-0.336533759607255	0.042390331594281	-7.93892727304491	2.03937301380893e-15	2.17846549702534e-14	ALG13	79868
ENSG00000101928.13	2552.56562674403	-0.179197893685311	0.0533242583262144	-3.36053232262616	0.000777924276493453	0.00265768843210112	MOSPD1	56180
ENSG00000101935.13	7696.98897049496	-0.127592080932933	0.042340806573508	-3.01345418896119	0.00258292034158717	0.00802882126056667	AMMECR1	9949
ENSG00000101938.15	16.5888807546698	1.3966837616789	0.519368718705567	2.68919500034559	0.00716245658301014	0.0202696484389077	CHRDL1	91851
ENSG00000101940.18	6813.89742793922	-0.348720932658034	0.0465966330509833	-7.48382253877622	7.21914225458965e-14	6.85092372706891e-13	WDR13	64743
ENSG00000101945.17	6793.09975077846	-0.506029726647817	0.0456204198675293	-11.0921760062096	1.36916105794451e-28	3.55674837286799e-27	SUV39H1	6839
ENSG00000101951.18	29.0834193721315	2.7064858332715	0.452708856682738	5.97842474985691	2.25305645582273e-09	1.4671839843591e-08	PAGE4	9506
ENSG00000101955.15	405.955726248994	1.22849062929375	0.117259995112738	10.476638926282	1.10604923948893e-25	2.39735981036003e-24	SRPX	8406
ENSG00000101958.14	65.0859111831295	1.10952977342233	0.254110397013065	4.36632969947028	1.26351715829733e-05	5.5754833747271e-05	GLRA2	2742
ENSG00000101972.20	39256.1247985268	-0.072343057931138	0.0365271894268333	-1.98052626184247	0.0476444253963118	0.1070989430157	STAG2	10735
ENSG00000101986.12	1775.32252837432	1.3177401573102	0.0667762461060192	19.7336662983129	1.10833188111269e-86	3.80937321379797e-84	ABCD1	215
ENSG00000101997.13	3332.42021121869	-0.156549191694992	0.0547484291122407	-2.85942800977992	0.00424405734945102	0.0126252027505022	CCDC22	28952
ENSG00000102003.12	366.860835884896	-0.879825537373036	0.119153194518894	-7.38398614427011	1.53619440616843e-13	1.42194591422699e-12	SYP	6855
ENSG00000102007.11	23.578832093217	0.9102574829193	0.438065150195106	2.07790435398453	0.0377181694334874	0.0877368864153164	PLP2	5355
ENSG00000102010.15	192.372822099018	0.350097993401121	0.150260311644397	2.32994321367877	0.0198091526426803	0.0501920663646396	BMX	660
ENSG00000102021.11	10.3451367826613	4.16509232468274	0.995099089912339	4.1856056013976	2.84406805374996e-05	0.000119981004204394	LUZP4	51213
ENSG00000102024.19	15680.8655631656	0.197324559112126	0.0379895003163996	5.19418674814587	2.05616665193778e-07	1.10899679897669e-06	PLS3	5358
ENSG00000102030.16	5506.66131609583	-0.301127233667609	0.0440222847508046	-6.84033632902493	7.90074680688094e-12	6.44695167959341e-11	NAA10	8260
ENSG00000102034.18	361.437413902252	0.629915122418678	0.111831942653953	5.63269408962923	1.77415999048774e-08	1.05857310229846e-07	ELF4	2000
ENSG00000102043.16	650.813684022265	-0.208091975196076	0.0833786433462313	-2.49574671456299	0.012569231482642	0.0335777120842668	MTMR8	55613
ENSG00000102048.16	6.1015678408962	2.86368712149684	0.998977229579286	2.86661901463246	0.00414882130046461	0.0123607052595382	ASB9	140462
ENSG00000102053.13	579.68728300803	-0.707932189618456	0.0876640571850047	-8.07551250023083	6.71938232732343e-16	7.3896667036461e-15	ZC3H12B	340554
ENSG00000102054.18	38552.1945741508	-0.164317275192777	0.0350517240024892	-4.68785145007727	2.76088301664142e-06	1.31614293722746e-05	RBBP7	5931
ENSG00000102081.16	9491.0439010775	-0.196425514299109	0.0448216561852251	-4.38237965789087	1.17390010907903e-05	5.19616101212353e-05	FMR1	2332
ENSG00000102096.10	5537.04383604429	0.317031949555636	0.0442166904418384	7.16996108002819	7.50190908052562e-13	6.56695242965574e-12	PIM2	11040
ENSG00000102109.9	2676.90081285003	0.723006459361587	0.1897467461769	3.81037606140308	0.000138755561244272	0.000533021086838259	PCSK1N	27344
ENSG00000102119.12	16314.6468040729	-0.222053425981735	0.0364261277592994	-6.0959931686685	1.08760058129061e-09	7.30603165400055e-09	EMD	2010
ENSG00000102125.17	4659.35123958193	-0.52236436231504	0.0450355819788351	-11.598925546483	4.17284246797843e-31	1.26467048324575e-29	TAFAZZIN	6901
ENSG00000102144.15	85819.2077688177	-0.160707511414541	0.037823047638248	-4.24893078293425	2.14793268939016e-05	9.20538376624501e-05	PGK1	5230
ENSG00000102158.22	23345.5830869863	0.129576999247597	0.0416290116072308	3.11266096034549	0.00185408878700746	0.00591074661005325	MAGT1	84061
ENSG00000102172.16	38271.0878419556	-0.228409404740877	0.0390134044504319	-5.85463914155659	4.78046841817074e-09	3.011454395068e-08	SMS	6611
ENSG00000102174.10	61.820962054952	1.07051619129992	0.273219890943289	3.91814881267969	8.92316145960192e-05	0.000352475020171722	PHEX	5251
ENSG00000102178.13	12986.4396337215	-0.610108838386471	0.0421899023679887	-14.461015649313	2.1362216871505e-47	1.48807585098009e-45	UBL4A	8266
ENSG00000102181.22	5775.93788937576	-0.208598556943385	0.0419260794449059	-4.97538905867645	6.51167202152063e-07	3.33222457161487e-06	CD99L2	83692
ENSG00000102189.17	5337.06888622641	-0.256567287809866	0.0474600745018631	-5.40596049422119	6.44620048123329e-08	3.65846148523923e-07	EEA1	8411
ENSG00000102218.6	4452.75051489663	0.24271565296895	0.0461671407120796	5.25732478176722	1.46166045467164e-07	8.0091720463849e-07	RP2	6102
ENSG00000102225.17	24863.2947590667	-0.434618206132688	0.0401113764093312	-10.8352852741194	2.34234192975244e-27	5.63116283911353e-26	CDK16	5127
ENSG00000102226.10	16747.5068274208	0.333289101680091	0.038999932518878	8.54588918887901	1.27550358994763e-17	1.58497917293572e-16	USP11	8237
ENSG00000102230.14	47.5347836413611	1.97703053813573	0.330372644385401	5.98424407024873	2.17397120656252e-09	1.41804582747979e-08	PCYT1B	9468
ENSG00000102239.5	3.65764186680375	4.1290200973329	1.51546581749948	2.72458807691603	0.00643817557193612	0.0184233135739658	BRS3	680
ENSG00000102241.12	20075.0866706383	-0.387962170374469	0.0404002882201502	-9.60295551012844	7.76842826105934e-22	1.28898212584166e-20	HTATSF1	27336
ENSG00000102265.12	83.3268370197091	2.39275184248349	0.258162440109833	9.26839644630533	1.88965365748482e-20	2.85520277512816e-19	TIMP1	7076
ENSG00000102287.19	29.1702320378842	1.08288201994176	0.389421401064408	2.78074604267231	0.0054234144974329	0.015784284518742	GABRE	2564
ENSG00000102290.23	296.540623275252	0.773238823289263	0.121886525313045	6.34392375451946	2.23985713028212e-10	1.61159446661684e-09	PCDH11X	27328
ENSG00000102302.8	8544.21972262801	0.0935262241135642	0.0369034724926431	2.534347523318	0.01126569433916	0.0304952635428685	FGD1	2245
ENSG00000102309.15	3913.07429143041	-0.284661182613878	0.0527651728378757	-5.39486876103898	6.85736554861425e-08	3.88406052633118e-07	PIN4	5303
ENSG00000102312.24	1269.96504833295	-0.647019864673182	0.0678973460511528	-9.52938372857353	1.58219670090467e-21	2.57607320219652e-20	PORCN	64840
ENSG00000102316.17	16260.0620334422	-0.240553770173399	0.0418954807005835	-5.74175940103364	9.36978881687859e-09	5.75076304602653e-08	MAGED2	10916
ENSG00000102317.18	46037.6899655428	-0.445675286269832	0.0409947319238057	-10.8715258121014	1.57543799783063e-27	3.83164652085137e-26	RBM3	5935
ENSG00000102359.9	27.2349300549667	1.2903590680171	0.397125918035255	3.24924415510586	0.001157121146198	0.00382369551924298	SRPX2	27286
ENSG00000102362.16	1076.43527771807	-0.427915888802923	0.0768541750910171	-5.56789384956834	2.57836808870383e-08	1.51699809462734e-07	SYTL4	94121
ENSG00000102387.16	66.4324777268518	0.895772001650836	0.271933365550866	3.29408640177801	0.00098742141479489	0.00331368879726822	TAF7L	54457
ENSG00000102390.12	1947.78988406944	0.142759887289612	0.0605638719423688	2.35717900311029	0.0184143679706862	0.0471006041068984	PBDC1	51260
ENSG00000102393.15	5636.78826305379	0.310909060904495	0.0433377442649385	7.17409422612771	7.27874677967063e-13	6.37517118531947e-12	GLA	2717
ENSG00000102409.10	18.8454382146601	1.07371861508935	0.47858101331553	2.24354620266024	0.0248616139554659	0.0610885929519293	BEX4	56271
ENSG00000102445.20	434.371996055186	1.38907326000691	0.107073247673079	12.9731122403991	1.73826365942569e-38	7.65741865857146e-37	RUBCNL	80183
ENSG00000102452.18	407.328048799644	0.686852624006069	0.106011512705103	6.47903804482745	9.23092285477391e-11	6.88237363834955e-10	NALCN	259232
ENSG00000102466.17	28.9426187405069	1.29491517572886	0.399610389551642	3.24044421663246	0.00119343620531898	0.00393372370047019	FGF14	2259
ENSG00000102468.11	581.804890009029	-0.187269798085388	0.0890364701429519	-2.10329315374608	0.0354401515452954	0.0831963603267354	HTR2A	3356
ENSG00000102524.12	22.910908312401	2.08810119607853	0.46753569660567	4.46618560088189	7.96265370552426e-06	3.60729895636852e-05	TNFSF13B	10673
ENSG00000102531.16	15115.3391654237	-0.286452761256955	0.0397953269343685	-7.19815072079645	6.10346580362477e-13	5.39107878960666e-12	FNDC3A	22862
ENSG00000102539.5	27.4509667840464	1.60147977356358	0.405261296341827	3.95172148936911	7.75910118706952e-05	0.000309069546393242	MLNR	2862
ENSG00000102543.14	2053.52019465686	-0.240606346505035	0.0562792309378706	-4.2752244921515	1.90944794497443e-05	8.23635407184737e-05	CDADC1	81602
ENSG00000102547.19	1820.152074069	-0.606815446776933	0.0612327839719493	-9.90997644423475	3.76734986383207e-23	6.85863804953874e-22	CAB39L	81617
ENSG00000102554.14	2525.09177532084	0.974241620282098	0.0594565124290625	16.3857848447546	2.41629925516884e-60	3.12291701669074e-58	KLF5	688
ENSG00000102572.15	48796.4745776831	-0.172361390543782	0.0370937021776209	-4.64664836414658	3.37371517873108e-06	1.59130884700908e-05	STK24	8428
ENSG00000102580.15	26971.0195509388	0.0954842543395955	0.0415438311260532	2.29839790292511	0.0215391527657159	0.0539548359004722	DNAJC3	5611
ENSG00000102606.20	11425.8397336702	-0.237113970965531	0.0369767632452449	-6.41251289067395	1.43140317753378e-10	1.04602797158233e-09	ARHGEF7	8874
ENSG00000102699.6	21365.6142123464	0.240667448328844	0.0383789862996122	6.270813055093	3.59167638514442e-10	2.53067948407664e-09	PARP4	143
ENSG00000102710.21	1611.00763381812	0.416172158890658	0.0602372786322685	6.90888048630602	4.88493269968409e-12	4.03875337161035e-11	SUPT20H	55578
ENSG00000102738.8	4356.02798362007	-0.54333823797962	0.0487158660435405	-11.1532090488549	6.90695978092279e-29	1.83386231806385e-27	MRPS31	10240
ENSG00000102743.16	6885.32509139627	-0.370303335600111	0.0409087457636452	-9.05193568484303	1.40456025071549e-19	2.00047499825266e-18	SLC25A15	10166
ENSG00000102753.10	20344.5756416112	-0.614396510824959	0.0399422597910914	-15.3821169367586	2.1577578068963e-53	2.01457286347151e-51	KPNA3	3839
ENSG00000102755.13	893.7566274657	0.752981181425796	0.0745453039777048	10.1009874699954	5.46886992255226e-24	1.05716838422538e-22	FLT1	2321
ENSG00000102760.13	478.70307828788	0.837821914898096	0.100806654600823	8.31117666006995	9.47577341863818e-17	1.10876829485502e-15	RGCC	28984
ENSG00000102763.18	12232.5788714391	-0.474183142514242	0.0414101487245014	-11.4508920426475	2.32738029857536e-30	6.75264133567176e-29	VWA8	23078
ENSG00000102780.17	7963.53553711529	0.430022801642005	0.18380368095522	2.33957665813434	0.0193056091948098	0.0490832010068334	DGKH	160851
ENSG00000102796.12	346.455483483952	0.838983200718166	0.119234665216133	7.03640337478506	1.97265334004764e-12	1.67750621306879e-11	DHRS12	79758
ENSG00000102804.16	26825.6812394986	-0.395571408410026	0.0408209772180259	-9.69039536455163	3.31243894543628e-22	5.65828251755382e-21	TSC22D1	8848
ENSG00000102805.16	6515.1683829492	-0.137288560915341	0.0486903584885332	-2.81962518200956	0.00480797734432428	0.0141280634534414	CLN5	1203
ENSG00000102870.6	13463.9126412373	-0.258969178295262	0.035430456773846	-7.30922494023353	2.68687655492213e-13	2.43869524109981e-12	ZNF629	23361
ENSG00000102871.16	828.03512228009	0.249851929420085	0.086684647522082	2.88230888124034	0.00394772538445365	0.0118144681704676	TRADD	8717
ENSG00000102878.18	601.070408778225	0.185658531723144	0.0918707009038932	2.02086769662683	0.0432934626762895	0.0987665668946978	HSF4	3299
ENSG00000102879.17	335.826553968131	0.566722404232951	0.112340993220798	5.04466257583372	4.54322398358999e-07	2.36318670438623e-06	CORO1A	11151
ENSG00000102882.12	10006.0752620099	-0.572454987620796	0.0414438516178216	-13.8127844125045	2.13420059115669e-43	1.21587234771599e-41	MAPK3	5595
ENSG00000102886.15	245.677389436711	-0.470950365903974	0.13549471750555	-3.47578396098492	0.000509362430911111	0.00179872741917205	GDPD3	79153
ENSG00000102890.16	469.835150997092	-0.42487548302355	0.0979473641349615	-4.33779394449161	1.43919985696845e-05	6.30181351342605e-05	ELMO3	79767
ENSG00000102893.18	10902.6477965126	-0.404263990725345	0.037307624423896	-10.8359617361863	2.32509281024023e-27	5.5939944481449e-26	PHKB	5257
ENSG00000102897.10	2782.2250231777	0.21094271244862	0.0539402680648624	3.91067230505723	9.20395740891673e-05	0.000362970843372448	LYRM1	57149
ENSG00000102898.13	26603.8312518673	-0.0822014338307233	0.0371540459522944	-2.21244905430406	0.0269356526364029	0.0655615881329784	NUTF2	10204
ENSG00000102900.13	26876.4712691596	-0.499742806938354	0.0335609199687202	-14.8906170451862	3.79253170197312e-50	3.08903682402639e-48	NUP93	9688
ENSG00000102901.13	8376.95364318709	0.172758761700594	0.0402685561928983	4.29016528114462	1.78540192275684e-05	7.72579080493437e-05	CENPT	80152
ENSG00000102904.15	262.413672838429	1.05237420857108	0.134852325509957	7.80390107913547	6.00222468712498e-15	6.19167485287625e-14	TSNAXIP1	55815
ENSG00000102910.14	16598.0886728636	-0.321027277148298	0.0388342226935316	-8.26660751476223	1.37824767260609e-16	1.59539054241675e-15	LONP2	83752
ENSG00000102921.8	8989.43213326507	-0.291325948564966	0.0392407969779941	-7.42405789383787	1.13585472671859e-13	1.06174920166101e-12	N4BP1	9683
